Customer Id,CustomerChurn,LastInvoiceDate,AvgInvoiceAmount,LocationName,Zip,AvgMiles,NoCalls,ClaimsMade,DelayedQuote,PickupDelay,DeliveryDelay,VolumeChange,PriceChangedPostQuote,CompetitorsPresent,CurrentInflation
27159,0,19-Feb-17,22866,"Rushville,Nebraska",69360,2251.647897,0,0,0,0,0,0,0,0,1
37165,0,05-Jan-15,14768,"Lowder,Illinois",62662,1446.810046,0,0,0,0,0,0,0,0,0
12674,0,01-Aug-17,21366,"Marquette,Michigan",49855,2076.561286,1,0,0,0,0,0,0,0,1
49238,0,05-Jun-16,19920,"Elmo,Missouri",64445,1972.00179,0,0,0,0,0,0,0,0,1
38339,0,08-Jul-14,3728,"Inverness,Florida",34452,322.7699355,0,0,0,0,0,0,0,0,1
3430,0,01-Feb-17,13623,"Ottine,Texas",78658,1332.32657,0,0,0,0,0,0,0,0,1
11466,0,23-Feb-16,22434,"Mappsville,Virginia",23407,2198.396757,0,0,0,0,0,0,0,0,1
6865,0,27-Feb-17,3301,"Washington,District of Columbia",20404,305.0883451,0,0,0,0,0,0,0,0,1
25978,0,15-Feb-17,4594,"Sandy Spring,Maryland",20860,409.4223291,0,0,0,0,0,0,0,0,1
13820,0,09-Jun-15,27946,"Palatine,Illinois",60067,2734.616285,0,0,0,0,0,0,0,0,0
45950,0,24-Sep-13,912,"Avenel,New Jersey",7001,31.21897158,0,0,0,0,0,0,0,0,0
15004,0,03-May-17,13717,"Fairfax,Minnesota",55332,1321.709901,0,0,0,0,0,0,0,0,1
36296,0,16-Sep-15,15439,"Maitland,Florida",32751,1498.908522,0,0,0,0,0,0,0,0,0
16545,0,20-Sep-13,7247,"New York,New York",10025,704.7376864,0,0,0,0,0,0,0,0,0
17157,0,16-May-14,3616,"Jackson,Mississippi",39215,326.5661676,0,0,0,0,0,0,0,0,1
33496,0,21-Aug-13,34944,"Klickitat,Washington",98628,3464.381564,0,0,0,0,0,0,0,0,0
57490,0,21-Jun-14,15098,"Elsmore,Kansas",66732,1474.77108,0,0,0,0,0,0,0,0,1
9917,0,21-Aug-16,22784,"Warm Springs,Oregon",97761,2223.383248,0,0,0,0,0,0,0,0,1
54990,0,05-May-14,7392,"Warner Robins,Georgia",31095,709.2155001,0,0,0,0,0,0,0,0,1
57790,0,06-Mar-15,3287,"Buffalo,Texas",75831,273.7338704,0,0,0,0,0,0,0,0,0
10480,0,11-Nov-16,4808,"Isaban,West Virginia",24846,445.8481784,0,0,0,0,0,0,0,0,1
44423,0,29-Jul-13,6406,"Samburg,Tennessee",38254,575.621956,0,0,0,0,0,0,0,0,0
41324,0,23-Apr-13,1564,"West Newbury,Massachusetts",1985,136.3616315,0,0,0,0,0,0,0,0,1
47638,0,25-Jun-16,21231,"Billings,Montana",59116,2078.090522,1,0,0,0,0,0,0,0,1
37325,0,25-Jan-16,21546,"Mountain View,Wyoming",82939,2099.557692,0,0,0,0,0,0,0,0,1
9509,0,19-Jul-15,17441,"Springvale,Maine",4083,1694.112489,0,0,0,0,0,0,0,0,0
11816,0,24-Jul-16,1824,"West Rutland,Vermont",5777,127.4401939,0,0,0,0,0,0,0,0,1
52439,0,23-Dec-14,37429,"Mount Wolf,Pennsylvania",17347,3697.891932,0,0,0,0,0,0,0,0,0
30350,0,25-Aug-17,3852,"Fairfield,Connecticut",6824,365.164794,0,0,0,0,0,0,0,0,1
2213,0,28-Apr-17,11113,"Charlotte,North Carolina",28218,1081.261361,0,0,0,0,0,0,0,0,1
51847,0,04-Jul-17,32570,"Big Arm,Montana",59910,3227.045672,0,0,0,0,0,0,0,0,1
44152,0,06-Apr-15,11353,"Westminster,Maryland",21157,1075.286872,0,0,0,0,0,0,0,0,0
54300,0,26-Jul-15,10421,"Shawsville,Virginia",24162,1002.093898,0,0,0,0,0,0,0,0,0
33294,0,07-Dec-13,15282,"Jupiter,Florida",33469,1498.228362,0,0,0,0,0,0,0,0,0
49448,0,20-May-14,14819,"Daleville,Indiana",47334,1441.854112,1,0,0,0,0,0,0,0,1
56928,0,30-May-17,4467,"Uniontown,Kentucky",42461,406.6929446,0,0,0,0,0,0,0,0,1
13446,0,14-Nov-13,10604,"Florence,Wisconsin",54121,1015.385348,1,0,0,0,0,0,0,0,0
53149,0,27-Jan-13,14780,"Napoleon,Indiana",47034,1457.977877,0,0,0,0,0,0,0,0,0
10687,0,17-Oct-14,7518,"Derby,Kansas",67037,716.8163404,0,0,0,0,0,0,0,0,1
7470,0,31-Oct-14,19825,"Lincoln,Texas",78948,1957.524725,0,0,0,0,0,0,0,0,1
2902,0,17-Jul-13,30659,"Staten Island,New York",10307,3025.895059,0,0,0,0,0,0,0,0,0
54701,0,08-May-17,19105,"Richmond,Virginia",23260,1885.538889,0,0,0,0,0,0,0,0,1
5147,0,05-Aug-15,8307,"Marston,Missouri",63866,790.7226059,0,0,0,0,0,0,0,0,0
49127,0,15-Jun-16,18983,"Tamworth,New Hampshire",3886,1833.270104,0,0,0,0,0,0,0,0,1
16923,0,23-Nov-13,4666,"Hanover,Massachusetts",2340,421.64657,0,0,0,0,0,0,0,0,0
21400,0,07-Jun-17,18757,"Pine Hill,Alabama",36769,1835.743996,0,0,0,0,0,0,0,0,1
29462,0,04-Sep-16,8582,"Ridgeway,Virginia",24148,793.2195668,0,0,0,0,0,0,0,0,1
19129,0,12-Aug-15,22800,"Aneta,North Dakota",58212,2235.029024,0,0,0,0,0,0,0,0,0
15042,0,14-Nov-16,14269,"New Lisbon,Wisconsin",53950,1371.945945,1,0,0,0,0,0,0,0,1
52294,0,16-Feb-17,26596,"Mount Pleasant,Iowa",52641,2619.553573,0,0,0,0,0,0,0,0,1
46859,0,25-Jan-15,16390,"Berlin,North Dakota",58415,1573.992648,0,0,0,0,0,0,0,0,0
44159,0,06-Sep-17,4771,"Evergreen Park,Illinois",60805,457.0561911,0,0,0,0,0,0,0,0,1
19081,0,21-Dec-14,5463,"Cumberland Center,Maine",4021,511.3391396,0,0,0,0,0,0,0,0,0
58001,1,30-Jun-14,6513,"River Grove,Illinois",60171,601.2650516,3,2,1,0,0,0,0,0,1
39685,0,07-Jan-17,40869,"Whittier,California",90602,4026.915491,0,0,0,0,0,0,0,0,1
36070,0,12-Nov-17,10671,"Fort Davis,Alabama",36031,1037.135935,0,0,0,0,0,0,0,0,1
16822,0,28-Apr-16,34733,"Rural Hall,North Carolina",27094,3438.349992,0,0,0,0,0,0,0,0,1
52740,0,27-Feb-14,33216,"Mooresburg,Tennessee",37811,3291.577265,0,0,0,0,0,0,0,0,0
52038,0,25-Jun-13,11824,"Double Springs,Alabama",35553,1157.429048,0,0,0,0,0,0,0,0,0
25857,0,14-Aug-17,10711,"Saint James,Maryland",21781,1016.14094,0,0,0,0,0,0,0,0,1
43241,0,28-Oct-13,10585,"Miamitown,Ohio",45041,998.5134052,0,0,0,0,0,0,0,0,0
24703,0,26-Oct-14,25664,"Buck Hill Falls,Pennsylvania",18323,2501.436859,0,0,0,0,0,0,0,0,1
2290,0,15-Mar-17,28703,"Lucedale,Mississippi",39452,2845.289467,0,0,0,0,0,0,0,0,1
4279,0,09-Apr-13,32200,"Claremont,California",91711,3164.998309,0,0,0,0,0,0,0,0,1
27451,0,26-Dec-14,9738,"Cedartown,Georgia",30125,923.8210582,0,0,0,0,0,0,0,0,0
